sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
6848,2025-03-22 12:45:47,doll-classic,820,Brașov,1,16.72,16.72
6849,2025-03-22 09:22:36,usb-charger,1290,Cluj-Napoca,2,13.68,27.36
6850,2025-03-22 09:37:31,board-game,789,Iași,1,21.96,21.96
6851,2025-03-22 15:04:35,winter-gloves,386,București,1,17.06,17.06
6852,2025-03-22 12:56:21,winter-gloves,1411,Iași,1,17.06,17.06
6853,2025-03-22 12:04:50,paperback-novel,235,București,1,10.15,10.15
6854,2025-03-22 15:47:03,winter-gloves,705,Timișoara,1,17.06,17.06
6855,2025-03-22 15:02:35,swim-goggles,848,București,1,10.82,10.82
6856,2025-03-22 21:00:33,board-game,1013,București,3,21.96,65.88
6857,2025-03-22 12:33:45,scented-candle,629,Cluj-Napoca,1,6.42,6.42
6858,2025-03-22 21:09:57,usb-charger,122,București,1,13.68,13.68
6859,2025-03-22 15:03:47,notebook-a5,458,Cluj-Napoca,1,3.44,3.44
6860,2025-03-22 15:11:20,usb-charger,980,Timișoara,1,13.68,13.68
