sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
8823,2025-08-13 15:55:07,swim-goggles,879,Brașov,1,10.82,10.82
8824,2025-08-13 21:05:51,doll-classic,797,Timișoara,1,17.86,17.86
8825,2025-08-13 12:16:23,scented-candle,552,Timișoara,1,6.47,6.47
8826,2025-08-13 12:57:47,usb-charger,1385,Brașov,1,13.94,13.94
8827,2025-08-13 18:12:31,beach-ball,318,București,2,4.25,8.50
8828,2025-08-13 18:06:25,doll-classic,1478,Iași,1,17.86,17.86
8829,2025-08-13 15:54:31,headphones,1372,Brașov,2,21.57,43.14
8830,2025-08-13 15:07:48,doll-classic,1380,București,1,17.86,17.86
8831,2025-08-13 09:43:15,beach-ball,814,Cluj-Napoca,20,4.25,85.00
8832,2025-08-13 15:44:30,notebook-a5,816,Cluj-Napoca,1,3.44,3.44
8833,2025-08-13 09:08:52,beach-ball,1022,București,1,4.25,4.25
