sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
8578,2025-07-24 15:27:25,garden-hose,1439,Timișoara,1,18.84,18.84
8579,2025-07-24 18:20:32,board-game,502,Iași,1,21.96,21.96
8580,2025-07-24 15:37:01,notebook-a5,1350,București,1,3.44,3.44
8581,2025-07-24 18:01:31,doll-classic,971,Iași,1,17.86,17.86
8582,2025-07-24 15:34:21,board-game,1273,București,1,21.96,21.96
8583,2025-07-24 15:13:22,board-game,1219,București,1,21.96,21.96
8584,2025-07-24 09:51:20,paperback-novel,1341,Brașov,1,10.15,10.15
8585,2025-07-24 21:12:58,scented-candle,348,Brașov,1,6.47,6.47
8586,2025-07-24 18:12:54,paperback-novel,1474,Iași,1,10.15,10.15
8587,2025-07-24 15:33:49,doll-classic,595,București,1,17.86,17.86
8588,2025-07-24 18:39:01,notebook-a5,329,Timișoara,1,3.44,3.44
8589,2025-07-24 18:42:58,doll-classic,361,Iași,1,17.86,17.86
8590,2025-07-24 18:25:24,usb-charger,515,Timișoara,1,13.94,13.94
8591,2025-07-24 21:26:51,garden-hose,989,Brașov,1,18.84,18.84
8592,2025-07-24 15:38:10,notebook-a5,816,Cluj-Napoca,1,3.44,3.44
8593,2025-07-24 18:07:09,garden-hose,984,Brașov,1,18.84,18.84
