sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
8402,2025-07-11 12:46:27,notebook-a5,203,Timișoara,2,3.44,6.88
8403,2025-07-11 12:44:05,doll-classic,179,București,1,17.86,17.86
8404,2025-07-11 21:44:18,scented-candle,372,Cluj-Napoca,1,6.47,6.47
8405,2025-07-11 12:13:05,board-game,1431,Constanța,1,21.96,21.96
8406,2025-07-11 15:31:01,garden-hose,410,Brașov,1,18.84,18.84
8407,2025-07-11 15:54:07,doll-classic,1494,Cluj-Napoca,2,17.86,35.72
8408,2025-07-11 12:34:23,scented-candle,632,Timișoara,1,6.47,6.47
8409,2025-07-11 15:28:41,board-game,547,Timișoara,1,21.96,21.96
8410,2025-07-11 12:29:12,headphones,238,București,3,21.57,64.71
8411,2025-07-11 18:08:37,headphones,982,Timișoara,1,21.57,21.57
8412,2025-07-11 21:16:41,usb-charger,800,Cluj-Napoca,1,13.94,13.94
8413,2025-07-11 12:04:31,headphones,1414,București,1,21.57,21.57
8414,2025-07-11 18:52:52,scented-candle,817,Iași,1,6.47,6.47
8415,2025-07-11 18:18:10,notebook-a5,1347,Timișoara,1,3.44,3.44
8416,2025-07-11 09:39:54,paperback-novel,245,Constanța,2,10.15,20.30
8417,2025-07-11 15:06:57,usb-charger,218,Timișoara,1,13.94,13.94
8418,2025-07-11 12:18:45,scented-candle,1017,Iași,1,6.47,6.47
8419,2025-07-11 18:14:30,headphones,613,Constanța,1,21.57,21.57
8420,2025-07-11 12:43:29,headphones,1492,Brașov,1,21.57,21.57
