sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
5729,2024-12-30 15:48:45,scented-candle,1210,București,1,6.42,6.42
5730,2024-12-30 12:33:27,headphones,1112,București,1,21.47,21.47
5731,2024-12-30 18:36:28,usb-charger,843,Cluj-Napoca,1,13.68,13.68
5732,2024-12-30 21:54:12,headphones,687,Iași,1,21.47,21.47
5733,2024-12-30 18:17:46,doll-classic,465,Cluj-Napoca,1,16.72,16.72
5734,2024-12-30 18:59:42,scented-candle,1049,Constanța,1,6.42,6.42
5735,2024-12-30 12:52:53,winter-gloves,1313,Cluj-Napoca,1,17.06,17.06
5736,2024-12-30 21:15:59,paperback-novel,136,București,1,10.15,10.15
5737,2024-12-30 09:33:49,swim-goggles,680,Cluj-Napoca,3,10.82,32.46
5738,2024-12-30 09:49:01,paperback-novel,360,Iași,1,10.15,10.15
5739,2024-12-30 15:13:25,board-game,1468,Cluj-Napoca,3,21.96,65.88
5740,2024-12-30 18:46:15,board-game,446,Iași,2,21.96,43.92
5741,2024-12-30 15:19:04,beach-ball,599,Cluj-Napoca,1,4.50,4.50
5742,2024-12-30 18:36:57,notebook-a5,988,Iași,1,3.44,3.44
5743,2024-12-30 18:48:30,notebook-a5,961,Brașov,1,3.44,3.44
5744,2024-12-30 18:46:18,paperback-novel,1491,Cluj-Napoca,2,10.15,20.30
