sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
6861,2025-03-23 12:14:40,scented-candle,251,București,1,6.42,6.42
6862,2025-03-23 18:57:16,garden-hose,137,București,1,18.03,18.03
6863,2025-03-23 12:05:43,garden-hose,141,București,2,18.03,36.06
6864,2025-03-23 12:03:30,winter-gloves,474,Brașov,1,17.06,17.06
6865,2025-03-23 12:34:33,swim-goggles,967,Iași,1,10.82,10.82
6866,2025-03-23 21:04:13,garden-hose,84,Iași,1,18.03,18.03
6867,2025-03-23 15:42:25,doll-classic,1033,Iași,2,16.72,33.44
6868,2025-03-23 09:47:30,scented-candle,1381,Cluj-Napoca,1,6.42,6.42
6869,2025-03-23 12:45:29,winter-gloves,936,Iași,1,17.06,17.06
6870,2025-03-23 15:50:23,winter-gloves,306,Iași,1,17.06,17.06
6871,2025-03-23 18:39:04,usb-charger,386,București,2,13.68,27.36
6872,2025-03-23 12:04:14,scented-candle,251,București,1,6.42,6.42
6873,2025-03-23 15:16:34,notebook-a5,1378,București,1,3.44,3.44
