sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
208,2023-02-05 15:08:13,swim-goggles,1484,Cluj-Napoca,3,9.90,29.70
209,2023-02-05 21:07:00,beach-ball,637,Cluj-Napoca,1,3.99,3.99
210,2023-02-05 15:05:21,scented-candle,957,Constanța,1,5.90,5.90
211,2023-02-05 18:47:19,notebook-a5,47,Iași,1,2.99,2.99
212,2023-02-05 21:20:12,paperback-novel,395,Brașov,1,8.90,8.90
213,2023-02-05 18:42:07,doll-classic,559,Timișoara,1,15.90,15.90
214,2023-02-05 09:39:35,swim-goggles,1053,Iași,1,9.90,9.90
215,2023-02-05 15:17:09,swim-goggles,1443,Iași,1,9.90,9.90
216,2023-02-05 12:19:39,garden-hose,694,Iași,1,16.90,16.90
217,2023-02-05 09:57:43,paperback-novel,104,Cluj-Napoca,1,8.90,8.90
