sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
9026,2025-08-30 15:10:03,beach-ball,711,Iași,1,4.25,4.25
9027,2025-08-30 15:05:38,doll-classic,284,Brașov,1,17.86,17.86
9028,2025-08-30 09:23:02,garden-hose,1340,Cluj-Napoca,1,18.84,18.84
9029,2025-08-30 09:15:57,beach-ball,423,Constanța,19,4.25,80.75
9030,2025-08-30 18:33:00,notebook-a5,879,Brașov,1,3.44,3.44
9031,2025-08-30 12:53:12,headphones,1085,Iași,1,21.57,21.57
9032,2025-08-30 15:39:40,beach-ball,1488,București,1,4.25,4.25
9033,2025-08-30 21:28:09,paperback-novel,404,Timișoara,1,10.15,10.15
9034,2025-08-30 21:35:47,scented-candle,1102,Cluj-Napoca,3,6.47,19.41
9035,2025-08-30 09:27:38,beach-ball,1241,Constanța,2,4.25,8.50
