sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
5626,2024-12-18 12:52:38,garden-hose,800,Cluj-Napoca,1,18.03,18.03
5627,2024-12-18 12:17:59,doll-classic,321,Cluj-Napoca,1,16.72,16.72
5628,2024-12-18 15:50:09,notebook-a5,667,Constanța,1,3.44,3.44
5629,2024-12-18 15:21:44,notebook-a5,956,Iași,1,3.44,3.44
5630,2024-12-18 21:00:56,scented-candle,350,Cluj-Napoca,1,6.42,6.42
5631,2024-12-18 18:08:26,board-game,441,București,3,21.96,65.88
5632,2024-12-18 12:42:29,board-game,1289,București,1,21.96,21.96
5633,2024-12-18 15:07:54,doll-classic,1406,Timișoara,1,16.72,16.72
5634,2024-12-18 12:25:05,scented-candle,1414,București,1,6.42,6.42
5635,2024-12-18 12:15:06,swim-goggles,1074,Brașov,2,10.82,21.64
5636,2024-12-18 18:52:29,usb-charger,574,Constanța,1,13.68,13.68
