sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
7422,2025-04-30 09:41:29,board-game,139,Brașov,1,21.96,21.96
7423,2025-04-30 12:25:53,paperback-novel,363,Constanța,1,10.15,10.15
7424,2025-04-30 09:01:16,garden-hose,998,Iași,1,18.03,18.03
7425,2025-04-30 15:18:02,winter-gloves,890,Cluj-Napoca,1,17.06,17.06
7426,2025-04-30 15:51:37,winter-gloves,79,Timișoara,2,17.06,34.12
7427,2025-04-30 15:00:56,garden-hose,1110,Iași,1,18.03,18.03
7428,2025-04-30 21:19:27,scented-candle,421,Timișoara,7,6.42,44.94
7429,2025-04-30 18:29:40,paperback-novel,601,Constanța,1,10.15,10.15
7430,2025-04-30 21:12:28,board-game,1329,Cluj-Napoca,1,21.96,21.96
7431,2025-04-30 12:55:57,usb-charger,564,Iași,2,13.68,27.36
7432,2025-04-30 15:01:47,headphones,759,Timișoara,9,21.47,193.23
7433,2025-04-30 18:10:39,notebook-a5,264,București,2,3.44,6.88
7434,2025-04-30 21:24:08,usb-charger,107,Timișoara,1,13.68,13.68
