sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
4230,2024-06-30 12:56:49,board-game,921,Timișoara,1,21.96,21.96
4231,2024-06-30 09:00:06,beach-ball,553,Constanța,1,4.37,4.37
4232,2024-06-30 15:28:04,headphones,1261,Timișoara,1,21.47,21.47
4233,2024-06-30 18:35:38,headphones,1349,Brașov,1,21.47,21.47
4234,2024-06-30 18:19:35,doll-classic,1365,București,1,15.90,15.90
4235,2024-06-30 18:46:56,garden-hose,245,Constanța,2,18.99,37.98
4236,2024-06-30 15:31:48,notebook-a5,1232,Brașov,2,3.30,6.60
4237,2024-06-30 15:01:20,doll-classic,1055,Constanța,1,15.90,15.90
4238,2024-06-30 21:21:54,headphones,1341,Brașov,1,21.47,21.47
4239,2024-06-30 15:17:01,scented-candle,395,Brașov,1,6.60,6.60
4240,2024-06-30 09:02:35,board-game,231,Iași,1,21.96,21.96
4241,2024-06-30 12:45:14,winter-gloves,699,Constanța,2,17.06,34.12
4242,2024-06-30 18:27:51,scented-candle,1212,Timișoara,1,6.60,6.60
4243,2024-06-30 21:49:15,paperback-novel,141,București,1,8.90,8.90
