sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
7921,2025-06-05 15:33:29,doll-classic,324,Brașov,1,16.72,16.72
7922,2025-06-05 09:41:57,notebook-a5,741,Cluj-Napoca,1,3.44,3.44
7923,2025-06-05 15:41:52,paperback-novel,361,Iași,1,10.15,10.15
7924,2025-06-05 12:35:57,doll-classic,266,Cluj-Napoca,1,16.72,16.72
7925,2025-06-05 15:06:47,doll-classic,966,București,1,16.72,16.72
7926,2025-06-05 15:04:44,swim-goggles,251,București,1,10.82,10.82
7927,2025-06-05 15:15:34,headphones,433,Iași,1,21.47,21.47
7928,2025-06-05 21:21:49,paperback-novel,534,Brașov,1,10.15,10.15
7929,2025-06-05 21:31:44,board-game,1414,București,1,21.96,21.96
7930,2025-06-05 12:51:13,swim-goggles,1039,Brașov,2,10.82,21.64
7931,2025-06-05 15:56:33,doll-classic,951,Brașov,1,16.72,16.72
7932,2025-06-05 15:56:05,notebook-a5,1163,Brașov,1,3.44,3.44
7933,2025-06-05 18:14:08,board-game,478,Timișoara,1,21.96,21.96
7934,2025-06-05 15:21:03,garden-hose,1261,Timișoara,1,18.03,18.03
7935,2025-06-05 18:19:17,usb-charger,53,Iași,1,13.68,13.68
7936,2025-06-05 18:36:48,winter-gloves,1475,Brașov,3,17.06,51.18
