sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
9343,2025-09-27 12:30:06,notebook-a5,1188,Brașov,1,3.44,3.44
9344,2025-09-27 18:55:43,paperback-novel,1379,Brașov,1,10.15,10.15
9345,2025-09-27 15:30:44,notebook-a5,105,București,1,3.44,3.44
9346,2025-09-27 18:01:56,usb-charger,317,Brașov,1,13.94,13.94
9347,2025-09-27 15:10:31,paperback-novel,1422,București,1,10.15,10.15
9348,2025-09-27 21:53:26,beach-ball,1156,Timișoara,1,4.25,4.25
9349,2025-09-27 21:04:31,board-game,165,Iași,2,21.96,43.92
9350,2025-09-27 15:08:09,usb-charger,159,Timișoara,2,13.94,27.88
9351,2025-09-27 12:09:14,scented-candle,769,București,3,6.47,19.41
9352,2025-09-27 21:41:49,garden-hose,1116,Iași,1,18.84,18.84
9353,2025-09-27 09:06:38,scented-candle,685,Iași,1,6.47,6.47
9354,2025-09-27 21:33:40,paperback-novel,1416,Timișoara,3,10.15,30.45
9355,2025-09-27 15:13:13,scented-candle,521,Constanța,1,6.47,6.47
