sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
7208,2025-04-15 15:52:04,notebook-a5,386,București,1,3.44,3.44
7209,2025-04-15 09:41:38,headphones,1152,Iași,1,21.47,21.47
7210,2025-04-15 18:01:10,scented-candle,37,Brașov,2,6.42,12.84
7211,2025-04-15 15:35:36,notebook-a5,834,București,2,3.44,6.88
7212,2025-04-15 15:07:34,winter-gloves,245,Constanța,1,17.06,17.06
7213,2025-04-15 12:41:51,doll-classic,1064,Cluj-Napoca,1,16.72,16.72
7214,2025-04-15 12:23:32,usb-charger,1471,Brașov,3,13.68,41.04
7215,2025-04-15 15:49:28,paperback-novel,996,Constanța,1,10.15,10.15
7216,2025-04-15 15:02:29,winter-gloves,836,Brașov,2,17.06,34.12
7217,2025-04-15 12:18:26,headphones,536,Iași,1,21.47,21.47
7218,2025-04-15 18:59:36,doll-classic,1085,Iași,2,16.72,33.44
7219,2025-04-15 15:32:17,winter-gloves,58,Timișoara,1,17.06,17.06
7220,2025-04-15 15:43:49,winter-gloves,967,Iași,2,17.06,34.12
7221,2025-04-15 09:31:58,beach-ball,764,Constanța,1,4.50,4.50
