sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
2688,2024-01-30 21:13:17,garden-hose,470,Constanța,2,18.99,37.98
2689,2024-01-30 15:02:19,garden-hose,1029,Brașov,1,18.99,18.99
2690,2024-01-30 18:41:09,usb-charger,118,Timișoara,2,11.61,23.22
2691,2024-01-30 12:19:23,swim-goggles,95,București,1,9.90,9.90
2692,2024-01-30 12:46:15,notebook-a5,220,Brașov,1,3.30,3.30
2693,2024-01-30 15:23:28,board-game,776,Constanța,1,21.96,21.96
2694,2024-01-30 09:45:21,headphones,600,Cluj-Napoca,1,21.47,21.47
2695,2024-01-30 15:12:57,paperback-novel,175,Cluj-Napoca,1,8.90,8.90
2696,2024-01-30 15:15:27,paperback-novel,1260,Iași,1,8.90,8.90
2697,2024-01-30 09:02:43,usb-charger,1338,Brașov,2,11.61,23.22
2698,2024-01-30 15:30:07,notebook-a5,1389,Iași,1,3.30,3.30
2699,2024-01-30 15:43:37,winter-gloves,235,București,1,17.06,17.06
