sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
7714,2025-05-21 15:46:39,board-game,370,Constanța,2,21.96,43.92
7715,2025-05-21 12:26:50,doll-classic,596,Constanța,1,16.72,16.72
7716,2025-05-21 12:58:34,doll-classic,227,Iași,1,16.72,16.72
7717,2025-05-21 15:12:26,notebook-a5,1025,București,1,3.44,3.44
7718,2025-05-21 21:46:09,board-game,1276,Constanța,2,21.96,43.92
7719,2025-05-21 21:00:54,winter-gloves,1060,București,1,17.06,17.06
7720,2025-05-21 21:28:19,scented-candle,69,Constanța,1,6.42,6.42
7721,2025-05-21 18:59:55,headphones,94,Iași,1,21.47,21.47
7722,2025-05-21 15:39:38,garden-hose,990,Brașov,1,18.03,18.03
7723,2025-05-21 21:58:01,board-game,1108,București,2,21.96,43.92
7724,2025-05-21 12:44:10,notebook-a5,1004,București,1,3.44,3.44
7725,2025-05-21 15:58:10,usb-charger,1011,Constanța,1,13.68,13.68
7726,2025-05-21 15:13:48,doll-classic,872,Iași,1,16.72,16.72
