sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
267,2023-02-14 18:47:43,garden-hose,824,București,1,16.90,16.90
268,2023-02-14 15:08:20,doll-classic,437,București,3,15.90,47.70
269,2023-02-14 12:07:17,garden-hose,290,București,1,16.90,16.90
270,2023-02-14 15:10:28,garden-hose,499,Timișoara,1,16.90,16.90
271,2023-02-14 09:54:40,scented-candle,1255,Brașov,1,5.90,5.90
272,2023-02-14 21:05:00,usb-charger,15,Timișoara,1,11.61,11.61
273,2023-02-14 18:56:18,board-game,853,Constanța,1,19.90,19.90
274,2023-02-14 15:08:13,winter-gloves,294,București,1,14.90,14.90
275,2023-02-14 15:11:39,winter-gloves,1417,Iași,1,14.90,14.90
276,2023-02-14 15:05:40,beach-ball,617,Iași,1,3.99,3.99
