sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
4199,2024-06-27 21:07:51,garden-hose,1315,Cluj-Napoca,1,18.99,18.99
4200,2024-06-27 12:26:26,scented-candle,1293,Cluj-Napoca,1,6.60,6.60
4201,2024-06-27 12:46:23,notebook-a5,1042,Brașov,1,3.30,3.30
4202,2024-06-27 15:42:46,scented-candle,499,Timișoara,1,6.60,6.60
4203,2024-06-27 09:03:53,scented-candle,1436,Cluj-Napoca,1,6.60,6.60
4204,2024-06-27 18:09:22,doll-classic,1327,Timișoara,3,15.90,47.70
4205,2024-06-27 15:51:31,winter-gloves,942,Cluj-Napoca,1,17.06,17.06
4206,2024-06-27 18:00:49,board-game,1301,Brașov,1,21.96,21.96
4207,2024-06-27 12:01:16,swim-goggles,126,Cluj-Napoca,1,9.90,9.90
4208,2024-06-27 15:50:03,scented-candle,96,București,1,6.60,6.60
