sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
5380,2024-11-23 09:37:02,notebook-a5,829,București,2,3.44,6.88
5381,2024-11-23 12:55:11,board-game,1379,Brașov,1,21.96,21.96
5382,2024-11-23 18:04:52,usb-charger,1007,București,1,13.68,13.68
5383,2024-11-23 12:45:10,paperback-novel,1396,Iași,1,10.15,10.15
5384,2024-11-23 15:25:38,headphones,597,Brașov,1,21.47,21.47
5385,2024-11-23 12:54:38,scented-candle,291,Timișoara,1,6.42,6.42
5386,2024-11-23 12:35:28,notebook-a5,677,Brașov,1,3.44,3.44
5387,2024-11-23 21:05:31,garden-hose,830,Constanța,1,18.03,18.03
5388,2024-11-23 12:16:55,usb-charger,746,Timișoara,1,13.68,13.68
5389,2024-11-23 15:55:56,notebook-a5,483,Brașov,2,3.44,6.88
5390,2024-11-23 15:13:15,headphones,1358,Iași,1,21.47,21.47
