sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
8975,2025-08-25 09:52:12,garden-hose,1236,Constanța,1,18.84,18.84
8976,2025-08-25 09:36:55,scented-candle,228,București,1,6.47,6.47
8977,2025-08-25 09:33:16,garden-hose,302,București,7,18.84,131.88
8978,2025-08-25 15:05:38,board-game,809,Timișoara,2,21.96,43.92
8979,2025-08-25 18:40:25,notebook-a5,1092,Cluj-Napoca,2,3.44,6.88
8980,2025-08-25 18:29:30,usb-charger,293,Brașov,1,13.94,13.94
8981,2025-08-25 15:22:38,usb-charger,23,Brașov,5,13.94,69.70
8982,2025-08-25 15:06:00,notebook-a5,444,Constanța,1,3.44,3.44
8983,2025-08-25 15:13:03,notebook-a5,923,Constanța,1,3.44,3.44
8984,2025-08-25 21:53:41,board-game,1410,București,1,21.96,21.96
8985,2025-08-25 21:49:41,swim-goggles,831,Timișoara,1,10.82,10.82
8986,2025-08-25 15:33:45,headphones,1267,Iași,19,21.57,409.83
