sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
7066,2025-04-05 09:18:17,board-game,1425,Iași,1,21.96,21.96
7067,2025-04-05 15:52:04,winter-gloves,1341,Brașov,1,17.06,17.06
7068,2025-04-05 18:34:07,usb-charger,130,Timișoara,1,13.68,13.68
7069,2025-04-05 12:26:35,board-game,1022,București,2,21.96,43.92
7070,2025-04-05 12:15:30,scented-candle,30,Brașov,1,6.42,6.42
7071,2025-04-05 15:48:56,board-game,528,București,1,21.96,21.96
7072,2025-04-05 15:40:37,doll-classic,1227,București,2,16.72,33.44
7073,2025-04-05 09:42:06,usb-charger,311,Cluj-Napoca,1,13.68,13.68
7074,2025-04-05 18:04:46,board-game,379,Iași,2,21.96,43.92
7075,2025-04-05 18:24:44,doll-classic,796,Constanța,1,16.72,16.72
7076,2025-04-05 21:59:44,board-game,773,Timișoara,1,21.96,21.96
7077,2025-04-05 12:17:55,scented-candle,529,Cluj-Napoca,1,6.42,6.42
7078,2025-04-05 09:18:26,beach-ball,1491,Cluj-Napoca,1,4.50,4.50
7079,2025-04-05 12:35:17,board-game,1221,Iași,1,21.96,21.96
7080,2025-04-05 15:14:39,paperback-novel,410,Brașov,1,10.15,10.15
7081,2025-04-05 15:33:06,usb-charger,414,Timișoara,1,13.68,13.68
