sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
4483,2024-07-30 12:46:08,notebook-a5,372,Cluj-Napoca,1,3.44,3.44
4484,2024-07-30 09:30:50,board-game,511,Cluj-Napoca,1,21.96,21.96
4485,2024-07-30 18:51:30,headphones,122,București,1,21.47,21.47
4486,2024-07-30 18:19:13,scented-candle,1198,Iași,1,6.42,6.42
4487,2024-07-30 15:33:22,notebook-a5,1151,București,1,3.44,3.44
4488,2024-07-30 12:39:10,notebook-a5,254,Iași,3,3.44,10.32
4489,2024-07-30 15:47:35,board-game,381,București,3,21.96,65.88
4490,2024-07-30 15:39:51,swim-goggles,1221,Iași,1,10.82,10.82
4491,2024-07-30 12:14:04,board-game,920,Brașov,1,21.96,21.96
4492,2024-07-30 18:34:35,notebook-a5,505,Cluj-Napoca,1,3.44,3.44
4493,2024-07-30 15:41:28,headphones,474,Brașov,1,21.47,21.47
