sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
6283,2025-02-11 15:39:32,scented-candle,622,Cluj-Napoca,1,6.42,6.42
6284,2025-02-11 12:23:02,paperback-novel,802,Brașov,2,10.15,20.30
6285,2025-02-11 18:16:26,headphones,273,Iași,1,21.47,21.47
6286,2025-02-11 15:40:26,headphones,330,Cluj-Napoca,1,21.47,21.47
6287,2025-02-11 18:25:59,beach-ball,332,București,2,4.50,9.00
6288,2025-02-11 12:14:52,winter-gloves,1036,București,2,17.06,34.12
6289,2025-02-11 12:55:23,garden-hose,839,Constanța,3,18.03,54.09
6290,2025-02-11 09:54:54,notebook-a5,550,Timișoara,3,3.44,10.32
6291,2025-02-11 12:02:04,paperback-novel,607,Timișoara,1,10.15,10.15
6292,2025-02-11 12:16:20,doll-classic,665,Timișoara,1,16.72,16.72
6293,2025-02-11 09:41:09,doll-classic,287,Timișoara,1,16.72,16.72
6294,2025-02-11 18:33:41,beach-ball,1030,Timișoara,1,4.50,4.50
6295,2025-02-11 09:03:22,doll-classic,1243,Constanța,1,16.72,16.72
6296,2025-02-11 15:45:14,board-game,49,Constanța,1,21.96,21.96
