sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
7628,2025-05-15 12:25:20,swim-goggles,513,Iași,1,10.82,10.82
7629,2025-05-15 15:17:10,scented-candle,1332,Timișoara,2,6.42,12.84
7630,2025-05-15 15:15:35,swim-goggles,922,București,1,10.82,10.82
7631,2025-05-15 15:51:03,usb-charger,56,București,2,13.68,27.36
7632,2025-05-15 12:22:03,beach-ball,834,București,1,4.50,4.50
7633,2025-05-15 12:30:25,paperback-novel,492,București,1,10.15,10.15
7634,2025-05-15 18:11:12,winter-gloves,664,Iași,1,17.06,17.06
7635,2025-05-15 21:41:13,notebook-a5,881,Iași,2,3.44,6.88
7636,2025-05-15 09:31:26,swim-goggles,115,București,1,10.82,10.82
7637,2025-05-15 15:02:28,board-game,505,Cluj-Napoca,2,21.96,43.92
7638,2025-05-15 15:34:02,headphones,496,Constanța,2,21.47,42.94
7639,2025-05-15 15:27:01,board-game,920,Brașov,2,21.96,43.92
7640,2025-05-15 21:41:27,winter-gloves,45,Brașov,1,17.06,17.06
7641,2025-05-15 18:47:04,swim-goggles,1196,București,1,10.82,10.82
7642,2025-05-15 12:17:17,paperback-novel,1256,Brașov,1,10.15,10.15
