sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
5893,2025-01-12 09:22:28,doll-classic,1015,Constanța,1,16.72,16.72
5894,2025-01-12 12:03:42,beach-ball,295,Iași,1,4.50,4.50
5895,2025-01-12 09:58:40,headphones,1118,București,1,21.47,21.47
5896,2025-01-12 15:39:28,scented-candle,1245,Cluj-Napoca,1,6.42,6.42
5897,2025-01-12 15:13:16,swim-goggles,330,Cluj-Napoca,1,10.82,10.82
5898,2025-01-12 12:21:10,swim-goggles,208,Timișoara,1,10.82,10.82
5899,2025-01-12 21:35:27,swim-goggles,93,Iași,1,10.82,10.82
5900,2025-01-12 18:48:39,headphones,1049,Constanța,1,21.47,21.47
5901,2025-01-12 12:41:36,beach-ball,1476,Cluj-Napoca,1,4.50,4.50
5902,2025-01-12 15:20:07,garden-hose,619,Iași,2,18.03,36.06
5903,2025-01-12 15:03:35,garden-hose,715,București,1,18.03,18.03
5904,2025-01-12 12:17:30,beach-ball,1289,București,1,4.50,4.50
