sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
9133,2025-09-08 12:34:09,scented-candle,649,Brașov,1,6.47,6.47
9134,2025-09-08 15:38:04,swim-goggles,395,Brașov,2,10.82,21.64
9135,2025-09-08 09:32:25,garden-hose,1182,București,1,18.84,18.84
9136,2025-09-08 12:32:55,board-game,954,Timișoara,1,21.96,21.96
9137,2025-09-08 18:38:39,notebook-a5,166,Iași,1,3.44,3.44
9138,2025-09-08 21:31:56,paperback-novel,804,Brașov,1,10.15,10.15
9139,2025-09-08 12:45:33,usb-charger,17,Iași,2,13.94,27.88
9140,2025-09-08 15:58:33,scented-candle,904,Constanța,3,6.47,19.41
9141,2025-09-08 21:26:20,beach-ball,141,București,3,4.25,12.75
9142,2025-09-08 15:23:28,swim-goggles,807,Timișoara,1,10.82,10.82
9143,2025-09-08 12:28:11,paperback-novel,1402,Cluj-Napoca,1,10.15,10.15
