sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
8756,2025-08-07 18:23:21,beach-ball,1349,Brașov,1,4.25,4.25
8757,2025-08-07 12:55:29,beach-ball,29,Iași,1,4.25,4.25
8758,2025-08-07 21:31:12,beach-ball,1313,Cluj-Napoca,1,4.25,4.25
8759,2025-08-07 21:06:40,board-game,349,Cluj-Napoca,1,21.96,21.96
8760,2025-08-07 09:07:48,headphones,1069,Timișoara,1,21.57,21.57
8761,2025-08-07 12:02:05,headphones,861,București,1,21.57,21.57
8762,2025-08-07 18:39:47,beach-ball,1463,Constanța,1,4.25,4.25
8763,2025-08-07 12:10:22,garden-hose,1420,Cluj-Napoca,2,18.84,37.68
8764,2025-08-07 21:15:28,board-game,29,Iași,1,21.96,21.96
8765,2025-08-07 18:24:22,paperback-novel,1278,București,1,10.15,10.15
8766,2025-08-07 12:42:17,notebook-a5,563,Constanța,1,3.44,3.44
