sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
8717,2025-08-04 12:53:32,doll-classic,191,Brașov,1,17.86,17.86
8718,2025-08-04 15:37:03,beach-ball,1402,Cluj-Napoca,1,4.25,4.25
8719,2025-08-04 15:11:41,paperback-novel,1025,București,1,10.15,10.15
8720,2025-08-04 15:29:37,doll-classic,975,Iași,2,17.86,35.72
8721,2025-08-04 18:00:33,board-game,739,Cluj-Napoca,2,21.96,43.92
8722,2025-08-04 15:05:38,swim-goggles,1082,Iași,2,10.82,21.64
8723,2025-08-04 18:53:00,swim-goggles,773,Timișoara,1,10.82,10.82
8724,2025-08-04 12:45:39,doll-classic,1232,Brașov,1,17.86,17.86
8725,2025-08-04 15:52:55,garden-hose,630,Brașov,1,18.84,18.84
8726,2025-08-04 15:52:25,swim-goggles,1038,Brașov,19,10.82,205.58
8727,2025-08-04 15:31:32,scented-candle,1397,Iași,1,6.47,6.47
8728,2025-08-04 15:25:56,paperback-novel,902,Constanța,1,10.15,10.15
8729,2025-08-04 12:38:22,winter-gloves,592,Timișoara,1,15.99,15.99
8730,2025-08-04 15:30:27,scented-candle,349,Cluj-Napoca,1,6.47,6.47
8731,2025-08-04 18:51:34,usb-charger,1160,București,1,13.94,13.94
8732,2025-08-04 18:22:21,swim-goggles,689,București,1,10.82,10.82
