sale_id,timestamp,item_id,customer_id,city,quantity,unit_price,total_price
4571,2024-08-10 18:01:56,doll-classic,234,Timișoara,2,16.72,33.44
4572,2024-08-10 15:28:53,garden-hose,462,Brașov,1,18.03,18.03
4573,2024-08-10 12:03:44,scented-candle,95,București,1,6.42,6.42
4574,2024-08-10 21:44:29,garden-hose,564,Iași,1,18.03,18.03
4575,2024-08-10 21:23:26,headphones,57,Constanța,1,21.47,21.47
4576,2024-08-10 12:06:45,notebook-a5,1435,Constanța,5,3.44,17.20
4577,2024-08-10 15:29:13,scented-candle,484,Brașov,2,6.42,12.84
4578,2024-08-10 15:02:05,notebook-a5,12,Cluj-Napoca,1,3.44,3.44
4579,2024-08-10 12:10:26,beach-ball,321,Cluj-Napoca,2,4.50,9.00
4580,2024-08-10 15:54:10,beach-ball,327,Constanța,1,4.50,4.50
4581,2024-08-10 12:00:26,scented-candle,159,Timișoara,1,6.42,6.42
4582,2024-08-10 12:44:37,swim-goggles,874,București,1,10.82,10.82
